x,y,class
-1.4919354838709677,0.42965367965368007,0
-1.5161290322580645,0.5487012987012991,0
-1.3306451612903225,0.6677489177489182,0
-1.0241935483870968,0.6731601731601735,0
-0.9032258064516128,0.5324675324675328,0
-1.0080645161290323,0.32142857142857184,0
-1.4193548387096773,0.2564935064935068,0
-1.443548387096774,0.391774891774892,0
-1.0725806451612903,0.4350649350649354,0
-0.7580645161290323,0.30519480519480546,0
-1.032258064516129,0.20238095238095277,0
-1.3306451612903225,0.2564935064935068,0
-1.3548387096774193,0.5216450216450219,0
-0.9919354838709677,0.5270562770562774,0
-0.7580645161290323,0.4404761904761909,0
-0.75,0.705627705627706,0
1.0483870967741935,-0.6093073593073591,1
0.7258064516129035,-0.45779220779220753,1
0.9274193548387095,-0.3279220779220777,1
1.5080645161290325,-0.4036796536796534,1
1.5000000000000004,-0.6147186147186146,1
1.161290322580645,-0.6796536796536794,1
0.693548387096774,-0.5660173160173158,1
0.9274193548387095,-0.4740259740259738,1
1.306451612903226,-0.4253246753246751,1
1.153225806451613,-0.3225108225108223,1
0.8306451612903225,-0.2738095238095235,1
0.5806451612903225,-0.4740259740259738,1
0.7016129032258065,-0.6417748917748916,1
1.088709677419355,-0.804112554112554,1
1.5967741935483875,-0.5660173160173158,1
1.1048387096774195,-0.12229437229437212,1
0.6693548387096775,-0.30627705627705604,1
-1.032258064516129,-0.7445887445887444,1
-1.032258064516129,-0.6742424242424241,1
-1.032258064516129,-0.555194805194805,1
-0.8225806451612903,-0.46320346320346295,1
-0.370967741935484,-0.5714285714285712,1
-0.3225806451612905,-0.7391774891774889,1
-0.6854838709677418,-0.8528138528138527,1
-0.7903225806451613,-0.8149350649350647,1
-0.7419354838709677,-0.7175324675324674,1
-0.588709677419355,-0.6742424242424241,1
-0.4596774193548385,-0.6255411255411253,1
-0.540322580645161,-0.5660173160173158,1
-0.57258064516129,-0.5119047619047616,1
-0.57258064516129,-0.43614718614718595,1
0.8306451612903225,0.34848484848484884,0
0.7338709677419355,0.4891774891774896,0
0.8225806451612905,0.5919913419913423,0
0.943548387096774,0.705627705627706,0
1.056451612903226,0.7597402597402603,0
1.3951612903225805,0.5378787878787883,0
1.4677419354838706,0.4188311688311692,0
1.1451612903225805,0.37554112554112584,0
0.911290322580645,0.4458874458874462,0
1.0161290322580645,0.5541125541125544,0
1.2016129032258065,0.48376623376623407,0
1.2338709677419355,0.3160173160173163,0
1.032258064516129,0.2564935064935068,0
0.685483870967742,0.37012987012987053,0
0.5483870967741935,0.5703463203463206,0
0.7096774193548385,0.7272727272727275,0
0.370967741935484,0.6352813852813857,0
0.4193548387096775,0.48376623376623407,0
0.4274193548387095,0.4080086580086584,0
0.5483870967741935,0.35389610389610415,0
-1.2096774193548385,0.364718614718615,0
0.7338709677419355,0.27272727272727293,0
-1.3225806451612903,0.14285714285714324,0
-1.0403225806451613,0.7705627705627709,0
-0.7419354838709677,-0.5768398268398266,1
-1.3306451612903225,-0.647186147186147,1
-1.2338709677419355,-0.7012987012987011,1
-1.2177419354838708,-0.858225108225108,1
0.903225806451613,-0.7391774891774889,1
1.5241935483870965,-0.7824675324675323,1
-0.8951612903225805,-0.36580086580086557,1
-1.3064516129032258,-0.43073593073593053,1
-1.1209677419354838,-0.27922077922077904,1
