x,y,class
-7.338709677419356,-2.927435064935065,0
-7.217741935483872,-2.9185064935064933,0
-6.975806451612904,-2.9160714285714286,0
-6.088709677419356,-2.925,0
-6.169354838709678,-2.92987012987013,0
-6.653225806451614,-2.935551948051948,0
-7.177419354838711,-2.938798701298701,0
-7.338709677419356,-2.946915584415584,0
-6.85483870967742,-2.949350649350649,0
-5.967741935483872,-2.9420454545454544,0
-5.362903225806453,-2.933116883116883,0
-5.645161290322582,-2.916883116883117,0
-6.330645161290324,-2.907142857142857,0
-7.580645161290324,-2.907142857142857,0
-8.185483870967744,-2.9266233766233767,0
-8.266129032258064,-2.9477272727272728,0
-7.540322580645162,-2.958279220779221,0
-6.290322580645162,-2.9631493506493505,0
-4.919354838709678,-2.9550324675324675,0
-4.516129032258066,-2.936363636363636,0
-5.201612903225808,-2.9128246753246754,0
-6.290322580645162,-2.8909090909090907,0
-7.540322580645162,-2.888474025974026,0
-8.870967741935484,-2.9136363636363636,0
-8.991935483870968,-2.935551948051948,0
-8.951612903225808,-2.958279220779221,0
-6.088709677419356,-2.9785714285714286,0
-3.830645161290324,-2.9639610389610387,0
-3.911290322580646,-2.922564935064935,0
-4.919354838709678,-2.9022727272727273,0
-7.620967741935485,-2.979383116883117,0
-4.274193548387098,-2.9850649350649348,0
4.274193548387096,-2.894155844155844,1
2.54032258064516,-2.91525974025974,1
2.9435483870967722,-2.9290584415584413,1
5.08064516129032,-2.9266233766233767,1
5.120967741935484,-2.9112012987012985,1
4.637096774193548,-2.9112012987012985,1
4.193548387096772,-2.92987012987013,1
4.4758064516129,-2.946103896103896,1
6.088709677419352,-2.937987012987013,1
5.846774193548384,-2.91525974025974,1
4.637096774193548,-2.8933441558441557,1
3.0645161290322562,-2.895779220779221,1
2.782258064516128,-2.922564935064935,1
2.3790322580645142,-2.9428571428571426,1
3.024193548387096,-2.9525974025974024,1
4.35483870967742,-2.954220779220779,1
5.08064516129032,-2.954220779220779,1
5.201612903225804,-2.9631493506493505,1
3.0645161290322562,-2.967207792207792,1
2.620967741935482,-2.950974025974026,1
1.774193548387096,-2.9193181818181815,1
1.2499999999999982,-2.916883116883117,1
1.2499999999999982,-2.9477272727272728,1
1.8145161290322562,-2.959902597402597,1
3.4677419354838683,-2.959090909090909,1
3.870967741935484,-2.9290584415584413,1
-3.870967741935484,-3.0540584415584413,1
-4.072580645161292,-3.0540584415584413,1
-2.983870967741936,-3.0272727272727273,1
-3.225806451612904,-3.0621753246753247,1
-3.951612903225808,-3.062987012987013,1
-2.338709677419356,-3.037824675324675,1
-3.951612903225808,-3.071915584415584,1
-3.830645161290324,-3.053246753246753,1
-2.701612903225808,-3.055681818181818,1
-3.266129032258066,-3.0784090909090907,1
-3.830645161290324,-3.0646103896103893,1
-2.661290322580646,-3.050811688311688,1
-1.85483870967742,-3.0759740259740256,1
-3.548387096774194,-3.0865259740259736,1
-3.467741935483872,-3.0646103896103893,1
-2.540322580645162,-3.066233766233766,1
-2.903225806451614,-3.0873376623376623,1
-2.338709677419356,-3.089772727272727,1
-2.016129032258066,-3.0702922077922077,1
-1.7741935483870979,-3.0589285714285714,1
-2.78225806451613,-3.0435064935064933,1
-4.03225806451613,-3.042694805194805,1
-4.95967741935484,-3.0865259740259736,1
-2.943548387096776,-3.097077922077922,1
-2.903225806451614,-3.0962662337662334,1
3.548387096774192,-3.083279220779221,0
5.08064516129032,-3.0905844155844155,0
5.08064516129032,-3.0727272727272728,0
5.846774193548384,-3.066233766233766,0
5.403225806451612,-3.0881493506493505,0
3.870967741935484,-3.071103896103896,0
4.879032258064516,-3.042694805194805,0
6.854838709677416,-3.0751623376623374,0
5.68548387096774,-3.105194805194805,0
4.193548387096772,-3.0978896103896103,0
3.5887096774193523,-3.0646103896103893,0
4.072580645161288,-3.0435064935064933,0
5.927419354838708,-3.055681818181818,0
6.370967741935484,-3.084090909090909,0
5.64516129032258,-3.10275974025974,0
4.556451612903224,-3.097077922077922,0
4.112903225806452,-3.0995129870129867,0
4.39516129032258,-3.1084415584415583,0
4.758064516129032,-3.0800324675324675,0
4.516129032258064,-3.071915584415584,0
4.959677419354836,-3.050811688311688,0
5.120967741935484,-3.0548701298701295,0
2.661290322580644,-3.092207792207792,0
3.508064516129032,-3.114935064935065,0
6.774193548387096,-3.1084415584415583,0
2.419354838709676,-3.0621753246753247,0
6.29032258064516,-3.042694805194805,0
4.556451612903224,-3.031331168831169,0
3.629032258064516,-3.0548701298701295,0
-5.403225806451614,-3.1060064935064933,1
-5.483870967741936,-3.0670454545454544,1
-5.201612903225808,-3.058116883116883,1
-4.758064516129034,-3.0564935064935064,1
-4.153225806451614,-3.0913961038961038,1
-4.153225806451614,-3.1092532467532465,1
-2.741935483870968,-3.1092532467532465,1
-2.217741935483872,-3.103571428571428,1
-4.798387096774194,-3.0459415584415583,1
-5.000000000000002,-3.0775974025974024,1
-3.629032258064518,-3.0678571428571426,1
-1.2096774193548399,-3.063798701298701,1
-3.70967741935484,-3.0767857142857142,1
-3.70967741935484,-3.0865259740259736,1
-3.70967741935484,-3.0995129870129867,1
-2.096774193548388,-3.0759740259740256,1
4.274193548387096,-2.9525974025974024,1
3.266129032258064,-2.92987012987013,1
3.2258064516129004,-2.9128246753246754,1
3.548387096774192,-3.0865259740259736,0
-5.483870967741936,-2.959902597402597,0
-3.991935483870968,-2.899025974025974,0
-5.806451612903227,-2.8795454545454544,0
-7.903225806451614,-2.90551948051948,0
4.919354838709676,-3.0597402597402596,0
6.411290322580644,-3.094642857142857,0
